ExpenseID|Category|Amount|Date|RelatedProjectID|Description|ApprovedBy|PaymentMethod|ExpenseStatus
262|Subcontractor Fees|39004.51|2023-09-12|291|Subcontractor Fees expense for Project #291|16|Check|Paid
263|Travel & Lodging (Project Specific)|105400.74|2024-04-27|893|Travel & Lodging (Project Specific) expense for Project #893|55|Wire Transfer|Paid
264|Permits and Inspections|52535.59|2024-09-10|393|Permits and Inspections expense for Project #393|131|Corporate Card|Paid
265|Subcontractor Fees|102416.84|2021-08-01|1156|Subcontractor Fees expense for Project #1156|116|ACH|Paid
266|Design Software Licenses|1920.75|2021-04-10|None|Design Software Licenses expense (Overhead)|56|Check|Paid
267|Specialized Equipment Rental|161704.31|2025-02-22|796|Specialized Equipment Rental expense for Project #796|147|Check|Paid
268|Design Services|11644.85|2025-01-06|865|Design Services expense for Project #865|169|Check|Paid
269|Office Supplies|3305.77|2022-04-15|None|Office Supplies expense (Overhead)|125|Check|Paid
270|Specialized Equipment Rental|43109.78|2024-08-05|1049|Specialized Equipment Rental expense for Project #1049|55|Check|Paid
271|Specialized Equipment Rental|32354.37|2021-12-15|426|Specialized Equipment Rental expense for Project #426|106|ACH|Paid
272|Premium Insurance|240.72|2021-05-14|None|Premium Insurance expense (Overhead)|58|Corporate Card|Paid
273|Specialized Equipment Rental|83489.55|2023-04-29|557|Specialized Equipment Rental expense for Project #557|133|ACH|Paid
274|Premium Insurance|8387.43|2022-09-19|None|Premium Insurance expense (Overhead)|Pending|ACH|Paid
275|Premium Materials|14387.19|2024-06-28|785|Premium Materials expense for Project #785|3|Wire Transfer|Paid
276|Design Services|73974.92|2024-10-07|598|Design Services expense for Project #598|190|ACH|Paid
277|Subcontractor Fees|22792.81|2022-08-07|1099|Subcontractor Fees expense for Project #1099|172|ACH|Paid
278|Specialized Equipment Rental|20638.41|2024-10-05|437|Specialized Equipment Rental expense for Project #437|9|Check|Paid
279|Office Supplies|3087.14|2022-07-17|None|Office Supplies expense (Overhead)|58|Check|Paid
280|Permits and Inspections|134113.31|2021-05-26|696|Permits and Inspections expense for Project #696|140|Wire Transfer|Paid
281|Premium Insurance|3280.19|2024-08-21|None|Premium Insurance expense (Overhead)|16|Corporate Card|Paid
282|Specialized Equipment Rental|20856.95|2023-02-12|139|Specialized Equipment Rental expense for Project #139|133|Corporate Card|Paid
283|Advanced Training Programs|2698.88|2023-07-14|None|Advanced Training Programs expense (Overhead)|106|Check|Paid
284|Fuel|2637.72|2024-11-08|None|Fuel expense (Overhead)|131|Wire Transfer|Paid
285|Premium Vehicle Fleet|8905.98|2024-04-18|None|Premium Vehicle Fleet expense (Overhead)|Pending|Wire Transfer|Paid
286|Subcontractor Fees|161395.25|2023-04-19|646|Subcontractor Fees expense for Project #646|189|Check|Paid
287|Design Software Licenses|3243.82|2023-02-04|None|Design Software Licenses expense (Overhead)|185|Check|Paid
288|Specialized Equipment Rental|7265.75|2021-12-31|835|Specialized Equipment Rental expense for Project #835|16|Check|Paid
289|Subcontractor Fees|89728.71|2025-03-03|468|Subcontractor Fees expense for Project #468|147|Check|Unpaid
290|Premium Materials|88546.97|2024-03-27|640|Premium Materials expense for Project #640|147|Wire Transfer|Paid
291|Premium Vehicle Fleet|5143.91|2022-09-01|None|Premium Vehicle Fleet expense (Overhead)|69|Check|Paid
292|Vehicle Maintenance|3478.18|2024-10-02|None|Vehicle Maintenance expense (Overhead)|109|Wire Transfer|Paid
293|Office Supplies|4171.47|2021-04-28|None|Office Supplies expense (Overhead)|56|Check|Paid
294|Design Services|101147.99|2024-11-13|1046|Design Services expense for Project #1046|142|ACH|Paid
295|Premium Materials|73033.76|2023-08-21|100|Premium Materials expense for Project #100|3|Check|Paid
296|Programming Services|33641.52|2023-12-13|336|Programming Services expense for Project #336|169|Wire Transfer|Paid
297|Programming Services|154701.05|2024-12-12|895|Programming Services expense for Project #895|116|ACH|Paid
298|High-End Test Equipment|1878.21|2022-07-16|None|High-End Test Equipment expense (Overhead)|9|Check|Paid
299|Travel & Lodging (Project Specific)|124212.98|2023-03-31|952|Travel & Lodging (Project Specific) expense for Project #952|124|Corporate Card|Paid
300|Office Supplies|2084.88|2023-07-02|None|Office Supplies expense (Overhead)|21|Wire Transfer|Paid
301|Luxury Office Lease|4590.78|2020-03-10|None|Luxury Office Lease expense (Overhead)|147|Check|Paid
302|Travel & Lodging (Project Specific)|7010.24|2024-02-20|705|Travel & Lodging (Project Specific) expense for Project #705|133|Check|Paid
303|Programming Services|121936.65|2024-08-26|1014|Programming Services expense for Project #1014|189|Wire Transfer|Paid
304|Premium Materials|75440.35|2024-01-02|100|Premium Materials expense for Project #100|54|ACH|Paid
305|Programming Services|117191.02|2022-10-29|871|Programming Services expense for Project #871|142|Check|Paid
306|Custom Fabrication|168750.76|2024-07-26|1009|Custom Fabrication expense for Project #1009|185|Corporate Card|Paid
307|Trade Show Exhibitions|2325.99|2020-11-22|None|Trade Show Exhibitions expense (Overhead)|58|Corporate Card|Paid
308|Premium Materials|62329.47|2023-01-01|572|Premium Materials expense for Project #572|190|ACH|Paid
309|Design Services|16793.63|2024-07-14|175|Design Services expense for Project #175|190|Corporate Card|Paid
310|Advanced Training Programs|3325.25|2021-12-11|None|Advanced Training Programs expense (Overhead)|142|Corporate Card|Paid
311|Advanced Training Programs|8079.47|2025-01-22|None|Advanced Training Programs expense (Overhead)|69|ACH|Paid
312|Travel & Lodging (Project Specific)|77483.98|2024-07-11|515|Travel & Lodging (Project Specific) expense for Project #515|140|ACH|Paid
313|Custom Fabrication|98469.47|2024-11-21|440|Custom Fabrication expense for Project #440|185|ACH|Paid
314|Permits and Inspections|73530.62|2024-11-19|155|Permits and Inspections expense for Project #155|69|Check|Paid
315|Permits and Inspections|55693.09|2022-09-05|405|Permits and Inspections expense for Project #405|61|Check|Paid
316|Subcontractor Fees|35438.73|2023-03-25|1026|Subcontractor Fees expense for Project #1026|133|Wire Transfer|Paid
317|Office Supplies|7145.57|2021-08-07|None|Office Supplies expense (Overhead)|58|Check|Paid
318|Subcontractor Fees|102193.71|2024-11-18|918|Subcontractor Fees expense for Project #918|21|Check|Paid
319|Design Services|63972.56|2024-10-30|637|Design Services expense for Project #637|142|ACH|Paid
320|Office Supplies|3119.21|2021-03-27|None|Office Supplies expense (Overhead)|109|Corporate Card|Paid
321|Premium Vehicle Fleet|8200.49|2023-04-29|None|Premium Vehicle Fleet expense (Overhead)|3|Corporate Card|Paid
322|Design Services|104837.36|2024-04-01|501|Design Services expense for Project #501|61|ACH|Paid
323|Design Software Licenses|9868.01|2021-03-10|None|Design Software Licenses expense (Overhead)|56|Corporate Card|Paid
324|Office Supplies|9359.56|2020-01-11|None|Office Supplies expense (Overhead)|75|Check|Paid
325|Office Supplies|8772.68|2024-10-23|None|Office Supplies expense (Overhead)|75|Corporate Card|Paid
326|Travel & Lodging (Project Specific)|192755.59|2022-11-11|150|Travel & Lodging (Project Specific) expense for Project #150|54|Wire Transfer|Paid
327|Permits and Inspections|61204.41|2021-05-24|744|Permits and Inspections expense for Project #744|133|Wire Transfer|Paid
328|Permits and Inspections|42626.37|2024-06-12|530|Permits and Inspections expense for Project #530|9|Corporate Card|Paid
329|Subcontractor Fees|114259.41|2024-04-04|691|Subcontractor Fees expense for Project #691|116|Check|Paid
330|Client Entertainment|9584.48|2020-08-30|None|Client Entertainment expense (Overhead)|131|Check|Paid
331|Travel & Lodging (Project Specific)|55851.8|2022-08-06|452|Travel & Lodging (Project Specific) expense for Project #452|140|ACH|Paid
332|Programming Services|29063.68|2023-09-10|790|Programming Services expense for Project #790|190|ACH|Paid
333|Permits and Inspections|12970.95|2024-01-28|705|Permits and Inspections expense for Project #705|Pending|Wire Transfer|Paid
334|Subcontractor Fees|129150.56|2023-12-01|511|Subcontractor Fees expense for Project #511|75|Corporate Card|Paid
335|Marketing & Branding|9440.2|2021-10-14|None|Marketing & Branding expense (Overhead)|116|Corporate Card|Paid
336|Marketing & Branding|9460.23|2024-07-10|None|Marketing & Branding expense (Overhead)|Pending|Corporate Card|Paid
337|Premium Materials|139882.66|2022-10-28|852|Premium Materials expense for Project #852|142|Wire Transfer|Paid
338|Programming Services|94529.63|2024-07-08|793|Programming Services expense for Project #793|125|Wire Transfer|Paid
339|Custom Fabrication|79046.18|2023-02-22|867|Custom Fabrication expense for Project #867|55|Check|Paid
340|Programming Services|138803.46|2025-02-08|183|Programming Services expense for Project #183|116|Wire Transfer|Paid
341|Fuel|6587.09|2023-07-24|None|Fuel expense (Overhead)|142|Corporate Card|Paid
342|Subcontractor Fees|52655.5|2023-01-01|323|Subcontractor Fees expense for Project #323|3|Corporate Card|Paid
343|Premium Vehicle Fleet|9445.95|2024-04-06|None|Premium Vehicle Fleet expense (Overhead)|54|Check|Paid
344|Premium Insurance|3679.41|2024-02-18|None|Premium Insurance expense (Overhead)|147|Corporate Card|Paid
345|Permits and Inspections|108247.76|2024-02-04|998|Permits and Inspections expense for Project #998|141|Corporate Card|Paid
346|Subcontractor Fees|155318.4|2023-05-24|940|Subcontractor Fees expense for Project #940|190|Check|Paid
347|Programming Services|63349.3|2023-07-27|409|Programming Services expense for Project #409|58|Check|Paid
348|Custom Fabrication|37259.03|2024-10-28|126|Custom Fabrication expense for Project #126|58|Corporate Card|Paid
349|Programming Services|119106.25|2023-09-27|826|Programming Services expense for Project #826|61|Wire Transfer|Paid
350|Premium Insurance|5589.11|2021-04-12|None|Premium Insurance expense (Overhead)|125|Wire Transfer|Paid
351|Trade Show Exhibitions|9621.37|2022-03-30|None|Trade Show Exhibitions expense (Overhead)|3|ACH|Paid
352|Vehicle Maintenance|7748.15|2021-04-24|None|Vehicle Maintenance expense (Overhead)|58|Check|Paid
353|Custom Fabrication|17770.67|2022-10-02|1040|Custom Fabrication expense for Project #1040|125|Wire Transfer|Paid
354|Permits and Inspections|67334.25|2023-07-18|539|Permits and Inspections expense for Project #539|172|ACH|Paid
355|Permits and Inspections|30966.22|2022-07-02|357|Permits and Inspections expense for Project #357|109|ACH|Paid
356|Marketing & Branding|3391.89|2021-12-11|None|Marketing & Branding expense (Overhead)|189|ACH|Paid
357|Travel & Lodging (Project Specific)|136091.18|2025-04-01|413|Travel & Lodging (Project Specific) expense for Project #413|75|Check|Paid
358|Design Services|40995.69|2023-10-28|253|Design Services expense for Project #253|3|Check|Paid
359|Premium Materials|83577.61|2024-11-24|812|Premium Materials expense for Project #812|57|Wire Transfer|Paid
360|Premium Materials|20972.82|2022-01-28|1198|Premium Materials expense for Project #1198|141|Corporate Card|Paid
361|High-End Test Equipment|1623.92|2024-03-24|None|High-End Test Equipment expense (Overhead)|106|Wire Transfer|Paid
362|Marketing & Branding|9504.5|2021-04-02|None|Marketing & Branding expense (Overhead)|61|Check|Paid
363|Travel & Lodging (Project Specific)|88710.24|2022-08-28|332|Travel & Lodging (Project Specific) expense for Project #332|56|ACH|Paid
364|Premium Materials|43766.12|2023-07-28|271|Premium Materials expense for Project #271|Pending|Check|Paid
365|Travel & Lodging (Project Specific)|45129.44|2024-05-13|56|Travel & Lodging (Project Specific) expense for Project #56|9|Wire Transfer|Paid
366|Design Services|166925.57|2022-03-28|222|Design Services expense for Project #222|124|Corporate Card|Paid
367|Premium Materials|53421.21|2022-11-04|519|Premium Materials expense for Project #519|141|ACH|Paid
368|Client Entertainment|6492.44|2022-10-10|None|Client Entertainment expense (Overhead)|21|Check|Paid
369|Travel & Lodging (Project Specific)|91580.77|2024-11-08|923|Travel & Lodging (Project Specific) expense for Project #923|190|Check|Paid
370|Trade Show Exhibitions|4592.8|2022-01-01|None|Trade Show Exhibitions expense (Overhead)|61|Corporate Card|Paid
371|Programming Services|166163.98|2021-01-31|599|Programming Services expense for Project #599|56|Wire Transfer|Paid
372|Programming Services|10576.12|2023-10-16|199|Programming Services expense for Project #199|131|Wire Transfer|Paid
373|Subcontractor Fees|169235.41|2022-12-15|5|Subcontractor Fees expense for Project #5|164|Wire Transfer|Paid
374|Specialized Equipment Rental|62677.18|2024-01-03|948|Specialized Equipment Rental expense for Project #948|109|ACH|Paid
375|Design Services|50782.91|2025-01-24|202|Design Services expense for Project #202|Pending|Check|Paid
376|Permits and Inspections|130885.69|2024-11-06|63|Permits and Inspections expense for Project #63|169|Check|Paid
377|Specialized Equipment Rental|82879.59|2024-08-09|476|Specialized Equipment Rental expense for Project #476|140|ACH|Paid
378|Premium Insurance|4513.07|2020-05-11|None|Premium Insurance expense (Overhead)|169|Corporate Card|Paid
379|Travel & Lodging (Project Specific)|61968.33|2022-02-17|166|Travel & Lodging (Project Specific) expense for Project #166|69|Wire Transfer|Paid
380|Design Software Licenses|5441.18|2020-07-16|None|Design Software Licenses expense (Overhead)|Pending|Corporate Card|Paid
381|Premium Materials|89532.96|2025-03-30|330|Premium Materials expense for Project #330|196|ACH|Unpaid
382|Subcontractor Fees|28061.28|2025-03-15|1067|Subcontractor Fees expense for Project #1067|164|Check|Unpaid
383|Programming Services|106627.94|2023-03-07|242|Programming Services expense for Project #242|131|Check|Paid
384|Custom Fabrication|118978.78|2022-06-25|130|Custom Fabrication expense for Project #130|Pending|Check|Paid
385|Programming Services|60782.13|2023-04-10|921|Programming Services expense for Project #921|75|Check|Paid
386|Fuel|8052.84|2021-12-12|None|Fuel expense (Overhead)|189|ACH|Paid
387|High-End Test Equipment|5245.32|2021-08-30|None|High-End Test Equipment expense (Overhead)|125|Check|Paid
388|Programming Services|55318.36|2024-07-15|568|Programming Services expense for Project #568|185|Check|Paid
389|Premium Materials|45825.76|2025-01-02|773|Premium Materials expense for Project #773|Pending|Corporate Card|Paid
390|Travel & Lodging (Project Specific)|76762.91|2022-04-16|727|Travel & Lodging (Project Specific) expense for Project #727|61|Corporate Card|Paid
391|Fuel|7960.08|2022-12-08|None|Fuel expense (Overhead)|21|ACH|Paid
392|Design Services|12522.88|2022-08-11|381|Design Services expense for Project #381|57|ACH|Paid
393|Design Services|114163.9|2022-12-12|795|Design Services expense for Project #795|189|Wire Transfer|Paid
394|Utilities|6693.31|2021-07-19|None|Utilities expense (Overhead)|Pending|Corporate Card|Paid
395|Travel & Lodging (Project Specific)|38256.02|2025-02-26|685|Travel & Lodging (Project Specific) expense for Project #685|124|Check|Paid
396|Travel & Lodging (Project Specific)|145289.61|2021-05-25|732|Travel & Lodging (Project Specific) expense for Project #732|125|Corporate Card|Paid
397|Premium Insurance|1019.12|2022-05-13|None|Premium Insurance expense (Overhead)|75|Check|Paid
