InvoiceID|ProjectID|CustomerID|RelatedServiceID|InvoiceDate|DueDate|Amount|Status|PaymentDate|PaymentMethod
1298|84|667|321|2022-03-25|2022-04-24|3197.25|Paid|2022-04-28|Wire
1299|695|66|1618|2024-05-16|2024-06-15|649.17|Paid|2024-05-19|Check
1300|758|249|1277|2022-03-09|2022-04-08|760.6|Paid|2022-04-17|Wire
1301|787|761|1391|2024-08-06|2024-09-05|238.81|Paid|2024-08-29|Check
1302|None|154|639|2021-09-03|2021-09-18|164.41|Paid|2021-09-07|Check
1303|None|363|1467|2024-07-12|2024-08-11|674.65|Paid|2024-08-03|ACH Transfer
1304|1030|263|261|2022-09-27|2022-10-12|430.27|Paid|2022-09-30|ACH Transfer
1305|None|506|1896|2021-02-16|2021-03-03|141.11|Paid|2021-03-06|Credit Card
1306|None|699|456|2025-02-25|2025-03-27|169.95|Paid|2025-03-15|Credit Card
1307|395|198|571|2024-04-22|2024-05-07|817.6|Paid|2024-05-17|ACH Transfer
1308|907|341|1228|2022-07-12|2022-07-27|484.46|Overdue|N/A|N/A
1309|207|657|1916|2024-07-01|2024-07-16|98.87|Paid|2024-07-21|ACH Transfer
1310|None|531|183|2022-07-17|2022-08-16|920.04|Paid|2022-08-09|Check
1311|1083|437|1536|2025-01-21|2025-02-05|1192.79|Overdue|N/A|N/A
1312|94|469|938|2025-01-03|2025-01-18|2311.25|Paid|2025-01-20|ACH Transfer
1313|None|43|1286|2024-10-27|2024-11-26|186.11|Overdue|N/A|N/A
1314|833|765|902|2022-04-28|2022-05-13|317.08|Overdue|N/A|N/A
1315|None|539|1999|2024-02-16|2024-03-02|944.26|Overdue|N/A|N/A
1316|903|695|1918|2023-10-08|2023-10-23|216.04|Paid|2023-10-22|Credit Card
1317|882|784|386|2022-02-20|2022-03-07|1774.13|Paid|2022-03-10|Wire
1318|956|209|382|2024-01-18|2024-02-02|3391.09|Paid|2024-01-23|Check
1319|166|138|212|2024-10-21|2024-11-20|269.11|Paid|2024-10-25|Credit Card
1320|None|579|800|2022-03-25|2022-04-09|345.81|Paid|2022-04-10|Wire
1321|None|508|1333|2022-03-17|2022-04-16|307.91|Paid|2022-03-20|ACH Transfer
1322|None|794|359|2023-04-19|2023-05-19|810.57|Paid|2023-04-30|Credit Card
1323|1023|282|1890|2024-06-02|2024-07-02|568.3|Paid|2024-07-02|ACH Transfer
1324|1177|331|1627|2025-04-06|2025-05-06|1101.13|Paid|2025-04-09|Wire
1325|None|788|1141|2023-12-17|2024-01-16|828.44|Paid|2023-12-18|Wire
1326|307|329|1957|2021-11-21|2021-12-06|559.06|Paid|2021-12-11|Credit Card
1327|None|324|1321|2024-11-10|2024-11-25|509.45|Paid|2024-12-04|Check
1328|199|767|234|2024-04-30|2024-05-30|2066.51|Paid|2024-05-11|Check
1329|None|633|1811|2023-10-25|2023-11-24|985.54|Paid|2023-11-17|Credit Card
1330|None|299|601|2023-06-15|2023-06-30|406.22|Overdue|N/A|N/A
1331|303|749|1631|2022-02-05|2022-03-07|1420.71|Paid|2022-03-03|Wire
1332|None|662|342|2022-12-20|2023-01-04|1653.67|Overdue|N/A|N/A
1333|803|504|696|2024-07-08|2024-07-23|549.21|Paid|2024-07-28|Check
1334|None|490|1044|2023-03-07|2023-04-06|3186.55|Overdue|N/A|N/A
1335|None|675|1304|2023-03-12|2023-04-11|62.86|Paid|2023-04-20|Credit Card
1336|None|775|645|2021-09-15|2021-09-30|3077.51|Paid|2021-10-07|Check
1337|None|147|471|2023-06-08|2023-06-23|102.2|Paid|2023-06-18|ACH Transfer
1338|1103|600|1427|2024-10-29|2024-11-28|387.79|Paid|2024-11-25|Wire
1339|1135|289|1845|2023-05-22|2023-06-21|850.87|Overdue|N/A|N/A
1340|None|25|1814|2024-08-02|2024-09-01|466.65|Paid|2024-09-10|Wire
1341|None|375|1997|2023-04-06|2023-04-21|1454.42|Overdue|N/A|N/A
1342|None|416|886|2022-01-29|2022-02-28|165.97|Paid|2022-02-18|Wire
1343|1072|499|1839|2023-06-26|2023-07-11|2009.14|Paid|2023-07-01|Credit Card
1344|411|233|1457|2022-07-28|2022-08-12|1133.23|Paid|2022-08-15|Wire
1345|None|376|986|2023-04-28|2023-05-28|2055.53|Overdue|N/A|N/A
1346|128|501|448|2024-10-02|2024-10-17|2608.62|Paid|2024-10-04|Credit Card
1347|1018|725|1868|2025-03-03|2025-04-02|838.41|Paid|2025-03-07|Credit Card
1348|None|757|993|2024-11-22|2024-12-22|197.88|Paid|2024-12-31|Credit Card
1349|674|54|1765|2025-02-06|2025-02-21|776.94|Paid|2025-02-25|ACH Transfer
1350|None|794|359|2023-04-14|2023-05-14|780.39|Paid|2023-05-07|Credit Card
1351|1140|718|756|2024-07-16|2024-07-31|1932.82|Paid|2024-07-22|Check
1352|670|357|1817|2024-05-02|2024-05-17|647.63|Paid|2024-05-21|ACH Transfer
1353|None|374|1838|2022-10-02|2022-11-01|434.54|Paid|2022-10-18|Wire
1354|None|354|1697|2023-06-29|2023-07-29|1956.01|Overdue|N/A|N/A
1355|366|78|1472|2024-11-15|2024-11-30|738.77|Paid|2024-11-25|Credit Card
1356|None|579|694|2022-04-23|2022-05-23|649.88|Overdue|N/A|N/A
1357|None|599|166|2025-01-26|2025-02-10|790.55|Paid|2025-02-09|ACH Transfer
1358|892|30|1728|2024-11-02|2024-11-17|2007.98|Overdue|N/A|N/A
1359|None|358|251|2021-09-26|2021-10-26|354.38|Paid|2021-10-11|Check
1360|None|585|423|2021-03-22|2021-04-06|3061.68|Paid|2021-04-06|Check
1361|None|131|1905|2023-02-24|2023-03-11|2894.37|Paid|2023-03-21|Wire
1362|277|75|971|2023-09-08|2023-10-08|636.32|Overdue|N/A|N/A
1363|568|447|1666|2024-01-19|2024-02-03|1944.04|Paid|2024-01-29|Credit Card
1364|None|427|701|2023-10-09|2023-11-08|380.51|Paid|2023-10-29|Wire
1365|457|489|867|2022-06-19|2022-07-19|675.83|Paid|2022-07-04|ACH Transfer
1366|None|210|1124|2022-07-24|2022-08-08|271.41|Paid|2022-08-02|Wire
1367|None|714|1949|2023-12-31|2024-01-30|617.74|Overdue|N/A|N/A
1368|None|540|1595|2023-06-29|2023-07-29|1976.68|Paid|2023-07-11|Credit Card
1369|182|770|205|2025-03-14|2025-04-13|375.42|Paid|2025-04-07|Wire
1370|226|616|781|2022-11-05|2022-11-20|1120.54|Paid|2022-11-08|Credit Card
1371|None|599|166|2025-01-25|2025-02-09|801.5|Paid|2025-02-16|Credit Card
1372|349|295|1640|2025-02-05|2025-03-07|1165.34|Paid|2025-02-20|Check
1373|450|660|629|2024-02-22|2024-03-23|833.82|Paid|2024-02-29|Credit Card
1374|455|419|492|2023-06-12|2023-07-12|278.81|Paid|2023-07-12|Credit Card
1375|None|45|1059|2021-02-21|2021-03-08|166.54|Paid|2021-02-24|Wire
1376|108|59|538|2024-04-11|2024-04-26|2082.24|Paid|2024-05-03|Wire
1377|None|86|745|2023-12-28|2024-01-12|255.34|Paid|2023-12-31|Wire
1378|419|188|1032|2024-10-22|2024-11-06|543.41|Paid|2024-10-26|Check
1379|355|47|713|2024-11-08|2024-12-08|941.36|Paid|2024-11-14|Wire
1380|None|134|225|2021-04-28|2021-05-28|2140.11|Paid|2021-06-01|Check
1381|1109|369|912|2023-09-11|2023-09-26|1071.5|Paid|2023-09-21|ACH Transfer
1382|None|311|882|2021-06-23|2021-07-23|534.55|Paid|2021-07-26|ACH Transfer
1383|None|590|474|2022-07-16|2022-08-15|142.2|Paid|2022-07-25|Wire
1384|None|544|1701|2023-12-28|2024-01-27|2585.2|Overdue|N/A|N/A
1385|None|511|895|2021-08-17|2021-09-16|1204.5|Paid|2021-09-11|Check
1386|None|419|1294|2023-02-07|2023-02-22|1910.12|Paid|2023-02-15|Credit Card
1387|None|138|194|2021-02-08|2021-02-23|2678.5|Overdue|N/A|N/A
1388|180|579|117|2024-06-21|2024-07-21|568.92|Paid|2024-06-30|ACH Transfer
1389|None|607|1982|2024-09-24|2024-10-09|166.75|Paid|2024-10-16|Check
1390|None|596|1965|2021-08-18|2021-09-02|294.59|Paid|2021-08-19|Check
1391|1012|576|127|2023-04-07|2023-05-07|314.35|Paid|2023-05-01|Wire
1392|None|462|1708|2022-12-04|2022-12-19|224.69|Paid|2022-12-23|ACH Transfer
1393|None|193|358|2022-05-27|2022-06-11|448.22|Paid|2022-06-20|Check
1394|None|500|150|2024-05-22|2024-06-21|1114.0|Paid|2024-06-23|Wire
1395|None|660|771|2024-02-24|2024-03-25|179.27|Paid|2024-02-28|Check
1396|1042|703|1261|2025-03-29|2025-04-28|837.43|Outstanding|N/A|N/A
1397|511|63|1743|2025-01-26|2025-02-10|2512.43|Paid|2025-02-08|ACH Transfer
1398|None|544|1701|2023-12-26|2024-01-10|2653.44|Paid|2024-01-08|ACH Transfer
1399|None|770|1087|2021-09-01|2021-09-16|255.55|Paid|2021-09-04|Check
1400|None|544|1701|2023-12-24|2024-01-08|2556.1|Paid|2023-12-26|Credit Card
1401|None|130|777|2024-03-21|2024-04-20|1307.48|Paid|2024-04-02|Check
1402|226|616|1601|2024-07-20|2024-08-19|131.69|Paid|2024-07-28|Check
1403|None|25|1814|2024-08-04|2024-08-19|463.13|Paid|2024-08-18|Wire
1404|487|371|1276|2025-04-07|2025-05-07|2139.31|Paid|2025-04-09|Wire
1405|None|633|1549|2024-04-25|2024-05-25|297.0|Paid|2024-05-17|ACH Transfer
1406|706|787|267|2024-08-13|2024-09-12|237.96|Overdue|N/A|N/A
1407|None|381|1933|2024-09-28|2024-10-13|732.09|Paid|2024-10-14|ACH Transfer
1408|804|99|686|2024-09-29|2024-10-14|2246.58|Paid|2024-10-11|Wire
1409|None|775|645|2021-09-17|2021-10-17|3163.93|Paid|2021-09-23|Check
1410|None|56|1193|2022-04-28|2022-05-28|1612.12|Paid|2022-05-06|Wire
1411|None|415|16|2021-01-13|2021-01-28|1165.4|Overdue|N/A|N/A
1412|611|553|319|2024-08-30|2024-09-29|695.2|Paid|2024-09-02|ACH Transfer
1413|1111|656|1250|2025-01-25|2025-02-24|424.37|Paid|2025-03-01|ACH Transfer
1414|1176|489|988|2025-03-14|2025-03-29|125.46|Paid|2025-03-25|Credit Card
1415|352|568|1255|2022-08-13|2022-09-12|71.59|Paid|2022-09-06|Wire
1416|None|8|528|2024-09-01|2024-09-16|259.14|Paid|2024-09-18|Check
1417|796|696|239|2025-04-01|2025-04-16|434.58|Paid|2025-04-09|Credit Card
1418|None|544|1701|2023-12-27|2024-01-11|2557.14|Paid|2024-01-12|Wire
1419|None|397|1837|2024-09-23|2024-10-23|2096.82|Overdue|N/A|N/A
1420|None|459|983|2023-08-13|2023-09-12|106.14|Paid|2023-08-15|ACH Transfer
1421|None|526|944|2021-10-30|2021-11-29|459.12|Overdue|N/A|N/A
1422|419|188|1729|2023-12-20|2024-01-19|1112.2|Paid|2024-01-10|Check
1423|None|327|1772|2023-08-16|2023-08-31|335.55|Paid|2023-08-27|ACH Transfer
1424|None|134|225|2021-04-25|2021-05-10|1963.96|Paid|2021-05-16|Wire
1425|355|47|713|2024-11-08|2024-12-08|911.43|Paid|2024-12-01|ACH Transfer
1426|71|577|776|2022-07-05|2022-08-04|3170.83|Paid|2022-08-05|ACH Transfer
1427|697|132|999|2025-01-12|2025-01-27|211.32|Paid|2025-01-29|Wire
1428|1135|289|1845|2023-05-22|2023-06-06|806.61|Overdue|N/A|N/A
1429|173|468|1920|2024-09-14|2024-10-14|239.07|Overdue|N/A|N/A
1430|984|362|508|2024-11-03|2024-11-18|655.66|Paid|2024-11-10|Check
1431|None|788|1141|2023-12-17|2024-01-01|864.97|Paid|2023-12-29|Check
1432|723|7|476|2024-06-04|2024-06-19|1659.4|Paid|2024-06-12|Credit Card
1433|303|749|1631|2022-02-05|2022-02-20|1410.67|Overdue|N/A|N/A
1434|365|602|593|2025-03-12|2025-04-11|1396.95|Paid|2025-04-02|ACH Transfer
1435|None|262|1142|2021-03-28|2021-04-27|1988.66|Paid|2021-04-30|Check
1436|None|500|150|2024-05-18|2024-06-17|1176.23|Paid|2024-05-25|ACH Transfer
1437|434|672|3|2022-05-03|2022-05-18|447.99|Paid|2022-05-20|Check
1438|495|233|1399|2022-12-05|2023-01-04|2903.32|Overdue|N/A|N/A
1439|541|132|299|2024-11-09|2024-12-09|2404.1|Paid|2024-12-15|Wire
1440|None|90|235|2023-08-03|2023-08-18|3133.07|Overdue|N/A|N/A
1441|None|592|63|2024-04-11|2024-05-11|1395.44|Paid|2024-05-05|Credit Card
1442|None|45|1059|2021-02-21|2021-03-08|175.2|Paid|2021-02-24|Credit Card
1443|None|254|1421|2023-07-14|2023-07-29|574.45|Paid|2023-08-01|ACH Transfer
1444|None|679|1727|2023-09-24|2023-10-09|133.49|Paid|2023-10-04|Credit Card
1445|122|400|643|2024-04-09|2024-04-24|223.63|Paid|2024-04-14|ACH Transfer
1446|None|572|1504|2022-12-12|2023-01-11|251.16|Overdue|N/A|N/A
1447|None|149|511|2022-11-25|2022-12-10|767.18|Paid|2022-12-11|Credit Card
1448|892|30|1728|2024-11-03|2024-12-03|1979.9|Paid|2024-11-20|Wire
1449|None|312|428|2023-11-13|2023-12-13|3051.0|Overdue|N/A|N/A
1450|345|450|653|2022-11-08|2022-11-23|236.93|Paid|2022-11-10|Check
1451|None|508|1333|2022-03-15|2022-04-14|337.0|Paid|2022-04-02|Credit Card
1452|677|712|1855|2024-06-16|2024-07-01|2291.83|Paid|2024-07-04|Wire
1453|None|8|528|2024-08-29|2024-09-13|271.32|Paid|2024-08-31|Check
1454|280|506|69|2023-09-05|2023-09-20|600.27|Paid|2023-09-18|ACH Transfer
1455|None|218|1934|2023-09-17|2023-10-17|1701.76|Paid|2023-10-13|Check
1456|617|308|896|2024-09-24|2024-10-24|301.75|Paid|2024-10-11|Wire
1457|1071|47|921|2022-06-18|2022-07-03|1386.31|Paid|2022-07-12|Wire
1458|887|90|133|2024-06-11|2024-06-26|1991.63|Overdue|N/A|N/A
1459|1107|657|1594|2023-06-06|2023-07-06|894.24|Paid|2023-07-05|Credit Card
1460|887|90|133|2024-06-08|2024-07-08|1903.32|Paid|2024-07-04|Wire
1461|833|765|902|2022-05-03|2022-06-02|322.6|Paid|2022-05-23|ACH Transfer
1462|1028|255|623|2021-06-18|2021-07-18|323.25|Paid|2021-07-27|ACH Transfer
1463|None|617|1273|2021-07-28|2021-08-27|460.48|Paid|2021-08-20|Credit Card
1464|None|134|225|2021-04-27|2021-05-12|1958.26|Overdue|N/A|N/A
1465|None|262|1142|2021-03-27|2021-04-26|1928.79|Paid|2021-04-04|Wire
1466|411|233|1457|2022-07-24|2022-08-08|1114.45|Overdue|N/A|N/A
1467|440|647|1055|2025-04-10|2025-04-25|567.83|Upcoming|N/A|N/A
1468|None|324|1321|2024-11-12|2024-11-27|520.13|Overdue|N/A|N/A
1469|857|698|1469|2025-03-07|2025-04-06|131.88|Overdue|N/A|N/A
1470|None|6|918|2023-09-04|2023-09-19|122.98|Paid|2023-09-25|ACH Transfer
1471|845|61|1098|2024-09-25|2024-10-25|773.38|Paid|2024-10-12|Wire
1472|None|775|31|2021-01-25|2021-02-24|2577.97|Paid|2021-02-04|ACH Transfer
1473|None|354|1697|2023-07-03|2023-07-18|2074.43|Paid|2023-07-12|ACH Transfer
1474|None|378|897|2021-02-17|2021-03-19|3377.12|Paid|2021-03-07|ACH Transfer
1475|1065|682|1939|2024-02-19|2024-03-05|394.67|Paid|2024-02-24|Check
1476|None|90|235|2023-08-09|2023-08-24|3006.78|Paid|2023-08-16|Credit Card
1477|None|175|929|2021-04-10|2021-04-25|1154.18|Paid|2021-04-14|ACH Transfer
1478|None|328|1035|2024-05-27|2024-06-11|2892.76|Paid|2024-06-19|Credit Card
1479|804|99|686|2024-09-29|2024-10-14|2265.74|Paid|2024-09-30|Wire
1480|1111|656|2|2025-01-24|2025-02-08|463.7|Paid|2025-02-02|ACH Transfer
1481|None|744|875|2022-06-23|2022-07-23|228.04|Paid|2022-07-24|Wire
1482|None|661|1877|2024-06-20|2024-07-20|540.2|Overdue|N/A|N/A
1483|None|225|460|2023-08-10|2023-09-09|4291.91|Overdue|N/A|N/A
1484|None|482|18|2021-11-03|2021-12-03|829.22|Paid|2021-12-11|Check
1485|None|138|194|2021-02-07|2021-02-22|2648.63|Paid|2021-02-23|Check
1486|804|99|686|2024-10-02|2024-10-17|2386.89|Paid|2024-10-04|Check
1487|691|782|140|2025-02-27|2025-03-29|1829.64|Paid|2025-03-28|Check
1488|None|793|1085|2024-03-17|2024-04-16|392.14|Paid|2024-04-15|Check
1489|1072|499|1020|2024-08-25|2024-09-09|882.42|Overdue|N/A|N/A
1490|303|749|1631|2022-02-05|2022-03-07|1432.77|Paid|2022-02-11|Check
1491|907|341|1228|2022-07-10|2022-08-09|521.34|Paid|2022-08-15|Credit Card
1492|None|788|75|2023-09-29|2023-10-14|2136.32|Paid|2023-10-07|Check
1493|None|678|1680|2023-06-03|2023-06-18|939.86|Overdue|N/A|N/A
1494|None|681|188|2023-05-02|2023-05-17|205.16|Overdue|N/A|N/A
1495|1068|507|236|2023-07-12|2023-08-11|524.82|Paid|2023-07-22|ACH Transfer
1496|None|571|881|2021-03-09|2021-03-24|2679.54|Paid|2021-03-15|ACH Transfer
1497|None|394|769|2025-04-14|2025-04-29|345.15|Upcoming|N/A|N/A
1498|246|379|443|2022-12-09|2023-01-08|272.4|Paid|2022-12-14|Check
1499|None|363|1467|2024-07-12|2024-08-11|664.38|Paid|2024-08-11|Wire
1500|1068|507|236|2023-07-10|2023-07-25|544.08|Paid|2023-07-31|Credit Card
