ChangeOrderID|ProjectID|RequestDate|Type|Description|OriginalSpec|NewSpec|Amount|Status|TimelineImpactDays|ApprovedBy
975|30|2021-08-24|Design Change|Design Change - Technical requirement|Included materials|Extended coverage|32519.42|Approved|13|21
976|119|2024-05-31|Add Equipment|Add Equipment - Unforeseen condition|Limited zones|Extended coverage|6004.85|Approved|11|133
977|544|2023-03-17|Material Substitution|Material Substitution - Technical requirement|Limited zones|Enhanced system|11742.4|Rejected|0|N/A
978|353|2023-06-20|Additional Programming|Additional Programming - Designer specification|Standard components|Extended coverage|3659.47|Approved|16|131
979|389|2023-08-18|Design Change|Design Change - Unforeseen condition|Included materials|Upgraded materials|27107.96|Approved|10|125
980|869|2023-01-09|Design Change|Design Change - Designer specification|Standard components|Upgraded materials|31507.87|Approved|8|185
981|273|2024-01-03|Upgrade Components|Upgrade Components - Client request|Included materials|Enhanced system|16997.02|Approved|14|142
982|958|2025-03-30|Design Change|Design Change - Client request|Limited zones|Upgraded materials|3727.69|Pending|0|N/A
983|739|2025-03-25|Add Zone Coverage|Add Zone Coverage - Designer specification|Limited zones|Extended coverage|21472.27|Approved|13|75
984|601|2022-06-22|Upgrade Components|Upgrade Components - Client request|Limited zones|Enhanced system|3544.93|Approved|10|3
985|763|2021-11-13|Additional Features|Additional Features - Unforeseen condition|Limited zones|Extended coverage|18186.53|Approved|2|56
986|248|2022-12-21|Add Zone Coverage|Add Zone Coverage - Designer specification|Included materials|Premium components|47602.12|Approved|5|16
987|506|2024-09-11|Add Zone Coverage|Add Zone Coverage - Designer specification|Basic system|Premium components|16252.61|Approved|11|142
988|704|2022-09-08|Material Substitution|Material Substitution - Designer specification|Basic system|Upgraded materials|907.73|Approved|10|69
989|272|2024-04-29|Design Change|Design Change - Designer specification|Standard components|Extended coverage|16876.73|Approved|1|172
990|786|2024-03-29|Additional Features|Additional Features - Designer specification|Standard components|Upgraded materials|2152.43|Pending|0|N/A
991|156|2021-03-14|Upgrade Components|Upgrade Components - Designer specification|Basic system|Premium components|6001.36|Approved|8|185
992|1166|2024-09-30|Add Equipment|Add Equipment - Designer specification|Basic system|Premium components|10166.42|Approved|18|196
993|170|2025-03-06|Add Equipment|Add Equipment - Designer specification|Standard components|Upgraded materials|13566.99|Approved|15|190
994|359|2025-01-29|Design Change|Design Change - Client request|Standard components|Upgraded materials|6486.02|Approved|0|69
995|99|2023-04-27|Material Substitution|Material Substitution - Designer specification|Basic system|Upgraded materials|11702.99|Approved|20|125
996|52|2024-05-23|Upgrade Components|Upgrade Components - Designer specification|Basic system|Premium components|37670.94|Approved|12|125
997|745|2023-03-09|Additional Programming|Additional Programming - Client request|Limited zones|Extended coverage|7478.75|Pending|0|N/A
998|162|2025-03-10|Material Substitution|Material Substitution - Client request|Basic system|Extended coverage|5723.26|Approved|20|189
999|620|2024-01-27|Additional Features|Additional Features - Technical requirement|Standard components|Extended coverage|34361.65|Approved|0|141
1000|1193|2024-01-21|Add Zone Coverage|Add Zone Coverage - Client request|Included materials|Premium components|24515.21|Approved|0|189
