TimelineEntryID|ProjectID|Milestone|EstimatedDate|ActualDate|Status|Notes
422|52|Programming Complete|2024-04-14|2024-04-21|Completed|Slight delay - Materials
423|52|Final Walkthrough|2024-04-22|2024-04-23|Completed|
424|53|Design Approval|2024-08-13|TBD|Pending|
425|53|Materials Ordered|2024-08-17|TBD|Pending|
426|53|Rough-In Start|2024-08-26|TBD|Pending|
427|53|Rough-In Complete|2024-08-27|TBD|Pending|
428|53|Trim-Out Start|2024-08-28|TBD|Pending|
429|53|Trim-Out Complete|2024-09-07|TBD|Pending|
430|53|Programming Start|2024-09-10|TBD|Pending|
431|53|Programming Complete|2024-09-11|TBD|Pending|
432|53|Final Walkthrough|2024-09-15|TBD|Pending|
433|54|Design Approval|2023-04-12|2023-04-05|Completed|
434|54|Materials Ordered|2023-05-02|2023-04-25|Completed|
435|54|Rough-In Start|2023-05-09|2023-05-20|Completed|Delayed - Inspections
436|54|Rough-In Complete|2023-06-01|2023-05-29|Completed|
437|54|Trim-Out Start|2023-06-08|2023-06-22|Completed|Delayed - Materials
438|54|Trim-Out Complete|2023-07-01|2023-07-15|Completed|Delayed - Client Request
439|54|Programming Start|2023-07-18|2023-07-16|Completed|
440|54|Programming Complete|2023-07-31|2023-08-12|Completed|Delayed - Client Request
441|54|Final Walkthrough|2023-08-09|2023-08-19|Completed|
442|55|Design Approval|2023-12-03|2023-12-13|Completed|Delayed - Inspections
443|55|Materials Ordered|2023-12-08|2023-12-16|Completed|Delayed - Inspections
444|55|Rough-In Start|2023-12-16|2023-12-22|Completed|Delayed - Inspections
445|55|Rough-In Complete|2023-12-20|2023-12-23|Completed|
446|55|Trim-Out Start|2023-12-21|2023-12-26|Completed|
447|55|Trim-Out Complete|2024-01-01|2023-12-26|Completed|
448|55|Programming Start|2024-01-02|2024-01-11|Completed|Delayed - Client Request
449|55|Programming Complete|2024-01-08|2024-01-18|Completed|Delayed - Client Request
450|55|Final Walkthrough|2024-01-09|2024-01-23|Completed|
451|56|Design Approval|2024-03-30|2024-03-29|Completed|
452|56|Materials Ordered|2024-04-03|2024-04-12|Completed|Delayed - Client Request
453|56|Rough-In Start|2024-04-14|2024-04-18|Completed|
454|56|Rough-In Complete|2024-04-19|2024-04-29|Completed|Delayed - Client Request
455|56|Trim-Out Start|2024-04-20|2024-05-01|Completed|
456|56|Trim-Out Complete|2024-05-03|2024-05-12|Completed|Delayed - Materials
457|56|Programming Start|2024-05-07|2024-05-16|Completed|
458|56|Programming Complete|2024-05-18|2024-05-23|Completed|
459|56|Final Walkthrough|2024-05-25|2024-05-29|Completed|
460|57|Design Approval|2024-08-31|TBD|Pending|
461|57|Materials Ordered|2024-09-12|TBD|Pending|
462|57|Rough-In Start|2024-10-02|TBD|Pending|
463|57|Rough-In Complete|2024-10-22|TBD|Pending|
464|57|Trim-Out Start|2024-11-06|TBD|Pending|
465|57|Trim-Out Complete|2024-11-23|TBD|Pending|
466|57|Programming Start|2024-12-11|TBD|Pending|
467|57|Programming Complete|2024-12-23|TBD|Pending|
468|57|Final Walkthrough|2025-01-18|TBD|Pending|
469|58|Design Approval|2024-08-22|2024-08-23|Completed|
470|58|Materials Ordered|2024-09-05|2024-09-06|Completed|
471|58|Rough-In Start|2024-09-18|2024-10-01|Completed|Delayed - Materials
472|58|Rough-In Complete|2024-10-08|2024-10-13|Completed|
473|58|Trim-Out Start|2024-10-24|2024-11-07|Completed|Delayed - Inspections
474|58|Trim-Out Complete|2024-11-11|2024-11-09|Completed|
475|58|Programming Start|2024-11-17|2024-11-19|Completed|
476|58|Programming Complete|2024-12-11|2024-12-12|Completed|
477|58|Final Walkthrough|2024-12-20|2024-12-27|Completed|Delayed - Materials
478|59|Design Approval|2023-11-12|2023-11-13|Completed|
479|59|Materials Ordered|2023-11-15|2023-11-13|Completed|
480|59|Rough-In Start|2023-11-19|2023-11-28|Completed|Ahead of schedule
481|59|Rough-In Complete|2023-11-26|2023-12-06|Completed|Slight delay - Materials
482|59|Trim-Out Start|2023-11-29|2023-12-07|Completed|Slight delay - Materials
483|59|Trim-Out Complete|2023-11-30|2023-12-08|Completed|
484|59|Programming Start|2023-12-01|2023-12-10|Completed|Ahead of schedule
485|59|Programming Complete|2023-12-12|2023-12-11|Completed|
486|59|Final Walkthrough|2023-12-14|2023-12-14|Completed|
487|61|Design Approval|2023-10-17|2023-10-24|Completed|Delayed - Client Request
488|61|Materials Ordered|2023-11-09|2023-11-17|Completed|Delayed - Client Request
489|61|Rough-In Start|2023-11-26|2023-11-20|Completed|
490|61|Rough-In Complete|2023-12-13|2023-12-16|Completed|
491|61|Trim-Out Start|2023-12-20|2023-12-28|Completed|Delayed - Inspections
492|61|Trim-Out Complete|2024-01-08|2024-01-22|Completed|Delayed - Client Request
493|61|Programming Start|2024-01-23|2024-01-27|Completed|
494|61|Programming Complete|2024-02-11|2024-02-09|Completed|
495|61|Final Walkthrough|2024-02-25|2024-02-21|Completed|
496|63|Design Approval|2024-11-08|2024-11-13|Completed|
497|63|Materials Ordered|2024-11-22|2024-12-04|Completed|Delayed - Materials
498|63|Rough-In Start|2024-11-25|2024-12-08|Completed|
499|63|Rough-In Complete|2024-12-07|2024-12-13|Completed|
500|63|Trim-Out Start|2024-12-13|2024-12-15|Completed|
501|63|Trim-Out Complete|2024-12-25|2025-01-06|Completed|Delayed - Client Request
502|63|Programming Start|2024-12-29|2025-01-10|Completed|
503|63|Programming Complete|2025-01-07|2025-01-16|Completed|
504|63|Final Walkthrough|2025-01-22|2025-02-02|Completed|Delayed - Materials
505|64|Design Approval|2024-11-12|2024-11-13|Completed|
506|64|Materials Ordered|2024-11-26|2024-11-19|Completed|
507|64|Rough-In Start|2024-12-08|2024-12-02|Completed|
508|64|Rough-In Complete|2024-12-17|2024-12-20|Completed|
509|64|Trim-Out Start|2024-12-25|2024-12-21|Completed|
510|64|Trim-Out Complete|2025-01-01|2025-01-03|Completed|
511|64|Programming Start|2025-01-21|2025-01-26|Completed|
512|64|Programming Complete|2025-02-02|2025-02-03|Completed|
513|64|Final Walkthrough|2025-02-09|2025-02-05|Completed|
514|65|Design Approval|2021-05-07|2021-05-03|Completed|
515|65|Materials Ordered|2021-05-22|2021-06-01|Completed|Delayed - Client Request
516|65|Rough-In Start|2021-06-05|2021-06-07|Completed|
517|65|Rough-In Complete|2021-06-16|2021-06-25|Completed|Delayed - Inspections
518|65|Trim-Out Start|2021-06-24|2021-06-27|Completed|
519|65|Trim-Out Complete|2021-07-03|2021-07-01|Completed|
520|65|Programming Start|2021-07-17|2021-07-31|Completed|Delayed - Inspections
521|65|Programming Complete|2021-07-29|2021-08-08|Completed|Delayed - Materials
522|65|Final Walkthrough|2021-08-04|2021-08-18|Completed|Delayed - Inspections
523|66|Design Approval|2024-07-18|2024-07-14|Completed|
524|66|Materials Ordered|2024-08-06|2024-08-18|Completed|Delayed - Inspections
525|66|Rough-In Start|2024-08-15|2024-08-21|Completed|Delayed - Inspections
526|66|Rough-In Complete|2024-08-29|2024-08-27|Completed|
527|66|Trim-Out Start|2024-09-16|2024-09-15|Completed|
528|66|Trim-Out Complete|2024-09-22|2024-09-27|Completed|
529|66|Programming Start|2024-10-10|2024-10-03|Completed|
530|66|Programming Complete|2024-10-20|2024-10-15|Completed|
531|66|Final Walkthrough|2024-11-08|2024-11-11|Completed|
532|67|Design Approval|2023-07-21|2023-07-27|Completed|Delayed - Client Request
533|67|Materials Ordered|2023-08-04|2023-08-17|Completed|Delayed - Materials
534|67|Rough-In Start|2023-08-21|2023-08-28|Completed|Delayed - Inspections
535|67|Rough-In Complete|2023-08-30|2023-09-02|Completed|
536|67|Trim-Out Start|2023-09-14|2023-09-16|Completed|
537|67|Trim-Out Complete|2023-10-05|2023-10-04|Completed|
538|67|Programming Start|2023-10-20|2023-10-24|Completed|
539|67|Programming Complete|2023-10-27|2023-11-10|Completed|Delayed - Client Request
540|67|Final Walkthrough|2023-11-14|2023-11-12|Completed|
541|68|Design Approval|2021-07-05|TBD|Pending|
542|68|Materials Ordered|2021-07-13|TBD|Pending|
543|68|Rough-In Start|2021-07-14|TBD|Pending|
544|68|Rough-In Complete|2021-07-25|TBD|Pending|
545|68|Trim-Out Start|2021-07-26|TBD|Pending|
546|68|Trim-Out Complete|2021-07-31|TBD|Pending|
547|68|Programming Start|2021-08-05|TBD|Pending|
548|68|Programming Complete|2021-08-18|TBD|Pending|
549|68|Final Walkthrough|2021-08-19|TBD|Pending|
550|69|Design Approval|2023-12-11|2023-12-10|Completed|
551|69|Materials Ordered|2023-12-21|2023-12-30|Completed|Delayed - Materials
552|69|Rough-In Start|2023-12-28|2024-01-05|Completed|Delayed - Client Request
553|69|Rough-In Complete|2024-01-02|2024-01-08|Completed|
554|69|Trim-Out Start|2024-01-07|2024-01-18|Completed|Delayed - Materials
555|69|Trim-Out Complete|2024-01-08|2024-01-21|Completed|
556|69|Programming Start|2024-01-15|2024-01-25|Completed|
557|69|Programming Complete|2024-01-16|2024-01-27|Completed|
558|69|Final Walkthrough|2024-01-27|2024-01-28|Completed|
559|70|Design Approval|2024-09-07|2024-09-11|Completed|
560|70|Materials Ordered|2024-09-19|2024-09-15|Completed|
561|70|Rough-In Start|2024-10-01|2024-09-30|Completed|
562|70|Rough-In Complete|2024-10-11|2024-10-06|Completed|
563|70|Trim-Out Start|2024-10-23|2024-10-29|Completed|Delayed - Materials
564|70|Trim-Out Complete|2024-11-07|2024-11-14|Completed|Delayed - Inspections
565|70|Programming Start|2024-11-27|2024-11-20|Completed|
566|70|Programming Complete|2024-12-08|2024-12-07|Completed|
567|70|Final Walkthrough|2024-12-17|2024-12-18|Completed|
568|72|Design Approval|2022-08-13|2022-08-23|Completed|Delayed - Client Request
569|72|Materials Ordered|2022-08-14|2022-08-27|Completed|Delayed - Client Request
570|72|Rough-In Start|2022-08-16|2022-09-02|Completed|
571|72|Rough-In Complete|2022-08-18|2022-09-08|Completed|Delayed - Client Request
572|72|Trim-Out Start|2022-08-25|2022-09-15|Completed|Delayed - Materials
573|72|Trim-Out Complete|2022-08-29|2022-09-18|Completed|Delayed - Inspections
574|72|Programming Start|2022-09-11|2022-09-23|Completed|Delayed - Client Request
575|72|Programming Complete|2022-09-16|2022-09-27|Completed|
576|72|Final Walkthrough|2022-09-17|2022-10-03|Completed|
577|73|Design Approval|2021-07-06|2021-07-09|Completed|
578|73|Materials Ordered|2021-07-23|2021-08-01|Completed|Ahead of schedule
579|73|Rough-In Start|2021-07-25|2021-08-04|Completed|
580|73|Rough-In Complete|2021-08-05|2021-08-12|Completed|Slight delay - Materials
581|73|Trim-Out Start|2021-08-20|2021-08-29|Completed|Slight delay - Materials
582|73|Trim-Out Complete|2021-08-29|2021-08-30|Completed|
583|73|Programming Start|2021-09-08|2021-09-10|Completed|
584|73|Programming Complete|2021-09-15|2021-09-13|Completed|
585|73|Final Walkthrough|2021-09-18|2021-09-26|Completed|Slight delay - Materials
586|75|Design Approval|2021-10-20|2021-10-28|Completed|Delayed - Inspections
587|75|Materials Ordered|2021-11-06|2021-11-12|Completed|Delayed - Inspections
588|75|Rough-In Start|2021-11-16|2021-11-23|Completed|Delayed - Client Request
589|75|Rough-In Complete|2021-11-29|2021-12-03|Completed|
590|75|Trim-Out Start|2021-12-13|2021-12-26|Completed|Delayed - Inspections
591|75|Trim-Out Complete|2022-01-06|2022-01-14|Completed|Delayed - Inspections
592|75|Programming Start|2022-01-15|2022-01-23|Completed|Delayed - Client Request
593|75|Programming Complete|2022-01-29|2022-01-24|Completed|
594|75|Final Walkthrough|2022-02-13|2022-02-24|Completed|Delayed - Inspections
595|76|Design Approval|2023-12-30|2024-01-10|Completed|Delayed - Client Request
596|76|Materials Ordered|2024-01-15|2024-01-19|Completed|
597|76|Rough-In Start|2024-02-06|2024-02-16|Completed|Delayed - Materials
598|76|Rough-In Complete|2024-02-20|2024-03-04|Completed|Delayed - Materials
599|76|Trim-Out Start|2024-03-19|2024-03-18|Completed|
600|76|Trim-Out Complete|2024-03-31|2024-04-08|Completed|Delayed - Client Request
601|76|Programming Start|2024-04-20|2024-04-25|Completed|
602|76|Programming Complete|2024-05-14|2024-05-27|Completed|Delayed - Inspections
603|76|Final Walkthrough|2024-05-27|2024-06-10|Completed|Delayed - Materials
604|77|Design Approval|2023-04-14|2023-04-23|Completed|Delayed - Materials
605|77|Materials Ordered|2023-04-30|2023-05-12|Completed|Delayed - Client Request
606|77|Rough-In Start|2023-05-20|2023-05-24|Completed|
607|77|Rough-In Complete|2023-06-10|2023-06-18|Completed|Delayed - Materials
608|77|Trim-Out Start|2023-07-03|2023-06-26|Completed|
609|77|Trim-Out Complete|2023-07-17|2023-07-18|Completed|
610|77|Programming Start|2023-08-10|2023-08-20|Completed|Delayed - Client Request
611|77|Programming Complete|2023-09-02|2023-09-09|Completed|Delayed - Client Request
612|77|Final Walkthrough|2023-09-13|2023-09-10|Completed|
613|78|Design Approval|2024-05-10|2024-05-18|Completed|Slight delay - Materials
614|78|Materials Ordered|2024-05-31|2024-06-07|Completed|Ahead of schedule
615|78|Rough-In Start|2024-06-13|2024-06-16|Completed|
616|78|Rough-In Complete|2024-07-04|2024-07-04|Completed|
617|78|Trim-Out Start|2024-07-18|2024-07-24|Completed|Ahead of schedule
618|78|Trim-Out Complete|2024-08-03|2024-08-13|Completed|Slight delay - Materials
619|78|Programming Start|2024-08-12|2024-08-16|Completed|Slight delay - Materials
620|78|Programming Complete|2024-08-29|2024-08-29|Completed|
621|78|Final Walkthrough|2024-09-16|2024-09-18|Completed|
622|79|Design Approval|2025-04-14|2025-04-11|Completed|
623|79|Materials Ordered|2025-04-24|2025-04-20|Completed|
624|79|Rough-In Start|2025-04-30|2025-04-24|Completed|
625|79|Rough-In Complete|2025-05-04|2025-04-27|Completed|
626|79|Trim-Out Start|2025-05-08|2025-05-19|Completed|Delayed - Inspections
627|79|Trim-Out Complete|2025-05-15|2025-05-21|Completed|Delayed - Materials
628|79|Programming Start|2025-05-27|2025-06-03|Completed|Delayed - Inspections
629|79|Programming Complete|2025-06-01|2025-06-14|Completed|Delayed - Inspections
630|79|Final Walkthrough|2025-06-09|2025-06-17|Completed|
631|81|Design Approval|2021-11-03|2021-10-28|Completed|
632|81|Materials Ordered|2021-11-07|2021-11-14|Completed|Delayed - Materials
633|81|Rough-In Start|2021-11-24|2021-11-26|Completed|
634|81|Rough-In Complete|2021-12-05|2021-12-08|Completed|
635|81|Trim-Out Start|2021-12-18|2021-12-22|Completed|
636|81|Trim-Out Complete|2022-01-01|2022-01-14|Completed|Delayed - Inspections
637|81|Programming Start|2022-01-22|2022-01-24|Completed|
638|81|Programming Complete|2022-01-31|2022-02-14|Completed|Delayed - Materials
639|81|Final Walkthrough|2022-02-12|2022-02-25|Completed|Delayed - Client Request
640|82|Design Approval|2021-01-18|2021-01-18|Completed|
641|82|Materials Ordered|2021-02-07|2021-02-14|Completed|Delayed - Inspections
642|82|Rough-In Start|2021-02-19|2021-02-20|Completed|
643|82|Rough-In Complete|2021-03-13|2021-03-08|Completed|
644|82|Trim-Out Start|2021-03-25|2021-04-03|Completed|Delayed - Client Request
645|82|Trim-Out Complete|2021-04-09|2021-04-12|Completed|
646|82|Programming Start|2021-04-18|2021-04-16|Completed|
647|82|Programming Complete|2021-05-14|2021-05-16|Completed|
648|82|Final Walkthrough|2021-05-25|2021-06-04|Completed|Delayed - Client Request
649|83|Design Approval|2022-03-01|2022-03-09|Completed|Ahead of schedule
650|83|Materials Ordered|2022-03-17|2022-03-21|Completed|Ahead of schedule
651|83|Rough-In Start|2022-03-21|2022-03-25|Completed|Slight delay - Materials
652|83|Rough-In Complete|2022-04-02|2022-04-11|Completed|Slight delay - Materials
653|83|Trim-Out Start|2022-04-09|2022-04-17|Completed|Slight delay - Materials
654|83|Trim-Out Complete|2022-04-13|2022-04-22|Completed|
655|83|Programming Start|2022-04-28|2022-05-05|Completed|Slight delay - Materials
656|83|Programming Complete|2022-04-29|2022-05-07|Completed|
657|83|Final Walkthrough|2022-05-16|2022-05-18|Completed|
658|85|Design Approval|2025-01-08|2025-01-13|Completed|
659|85|Materials Ordered|2025-01-22|2025-02-04|Completed|Delayed - Inspections
660|85|Rough-In Start|2025-02-11|2025-02-16|Completed|
661|85|Rough-In Complete|2025-03-03|2025-03-03|Completed|
662|85|Trim-Out Start|2025-04-01|2025-04-15|Completed|Delayed - Materials
663|85|Trim-Out Complete|2025-04-10|2025-04-17|Completed|Delayed - Materials
664|85|Programming Start|2025-05-05|2025-05-11|Completed|Delayed - Materials
665|85|Programming Complete|2025-05-26|2025-06-02|Completed|Delayed - Inspections
666|85|Final Walkthrough|2025-06-15|2025-06-10|Completed|
667|86|Design Approval|2022-04-21|2022-04-24|Completed|
668|86|Materials Ordered|2022-05-10|2022-05-16|Completed|Delayed - Client Request
669|86|Rough-In Start|2022-05-19|2022-05-16|Completed|
670|86|Rough-In Complete|2022-06-09|2022-06-05|Completed|
671|86|Trim-Out Start|2022-06-19|2022-06-21|Completed|
672|86|Trim-Out Complete|2022-07-02|2022-07-10|Completed|Delayed - Materials
673|86|Programming Start|2022-07-17|2022-07-12|Completed|
674|86|Programming Complete|2022-08-02|2022-07-26|Completed|
675|86|Final Walkthrough|2022-08-12|2022-08-10|Completed|
676|88|Design Approval|2022-06-23|2022-06-18|Completed|
677|88|Materials Ordered|2022-07-03|2022-07-06|Completed|
678|88|Rough-In Start|2022-07-22|2022-07-19|Completed|
679|88|Rough-In Complete|2022-08-07|2022-08-10|Completed|
680|88|Trim-Out Start|2022-08-18|2022-08-19|Completed|
681|88|Trim-Out Complete|2022-09-02|2022-09-04|Completed|
682|88|Programming Start|2022-09-19|2022-09-15|Completed|
683|88|Programming Complete|2022-10-12|2022-10-15|Completed|
684|88|Final Walkthrough|2022-10-22|2022-10-24|Completed|
685|89|Design Approval|2022-12-21|2022-12-25|Completed|
686|89|Materials Ordered|2023-01-10|2023-01-04|Completed|
687|89|Rough-In Start|2023-01-18|2023-01-25|Completed|Delayed - Materials
688|89|Rough-In Complete|2023-01-29|2023-01-25|Completed|
689|89|Trim-Out Start|2023-02-14|2023-02-24|Completed|Delayed - Inspections
690|89|Trim-Out Complete|2023-02-27|2023-02-27|Completed|
691|89|Programming Start|2023-03-13|2023-03-18|Completed|
692|89|Programming Complete|2023-03-25|2023-04-06|Completed|Delayed - Materials
693|89|Final Walkthrough|2023-04-05|2023-04-14|Completed|Delayed - Client Request
694|92|Design Approval|2021-08-13|2021-08-09|Completed|
695|92|Materials Ordered|2021-08-26|2021-09-04|Completed|Delayed - Client Request
696|92|Rough-In Start|2021-09-20|2021-09-17|Completed|
697|92|Rough-In Complete|2021-09-30|2021-10-03|Completed|
698|92|Trim-Out Start|2021-10-14|2021-10-18|Completed|
699|92|Trim-Out Complete|2021-11-07|2021-11-20|Completed|Delayed - Client Request
700|92|Programming Start|2021-11-17|2021-11-24|Completed|
701|92|Programming Complete|2021-12-07|2021-12-09|Completed|
702|92|Final Walkthrough|2021-12-24|2021-12-17|Completed|
703|93|Design Approval|2021-05-23|TBD|Pending|
704|93|Materials Ordered|2021-06-07|TBD|Pending|
705|93|Rough-In Start|2021-06-23|TBD|Pending|
706|93|Rough-In Complete|2021-07-03|TBD|Pending|
707|93|Trim-Out Start|2021-07-17|TBD|Pending|
708|93|Trim-Out Complete|2021-07-28|TBD|Pending|
709|93|Programming Start|2021-08-07|TBD|Pending|
710|93|Programming Complete|2021-08-15|TBD|Pending|
711|93|Final Walkthrough|2021-09-01|TBD|Pending|
712|94|Design Approval|2024-07-25|TBD|Pending|
713|94|Materials Ordered|2024-08-16|TBD|Pending|
714|94|Rough-In Start|2024-09-01|TBD|Pending|
715|94|Rough-In Complete|2024-09-26|TBD|Pending|
716|94|Trim-Out Start|2024-10-11|TBD|Pending|
717|94|Trim-Out Complete|2024-11-04|TBD|Pending|
718|94|Programming Start|2024-11-26|TBD|Pending|
719|94|Programming Complete|2024-12-11|TBD|Pending|
720|94|Final Walkthrough|2024-12-27|TBD|Pending|
721|95|Design Approval|2021-04-04|2021-04-13|Completed|Slight delay - Materials
